word	zone	item	nItem	meanItemRT	sdItemRT	gmeanItemRT	gsdItemRT
outside	167	1	86	323.74418604651163	103.5131348353789	308.3822659057969	1.367622766626657
outside	314	3	90	324.0111111111111	109.91155734022608	306.7438760839978	1.3938349670950956
outside	355	7	76	328.35526315789474	136.6832546629731	307.2018006869669	1.422579618659586
outside	747	5	94	306.02127659574467	98.14581852007977	291.41613198748485	1.3677446389691625
outside	911	5	92	329.1847826086956	146.8669076310082	307.0410901139714	1.4226229088796525
outside	945	5	93	299.494623655914	97.79132882070817	287.1148274688446	1.3286974959393087
outside	1047	1	85	285.3529411764706	85.51241985571353	274.4830787065184	1.3146115496861819
outside,	418	3	90	350.93333333333334	127.51750705978208	331.3227677081779	1.3982481992134113
outwit	462	4	87	331.85057471264366	131.70328956493077	309.5802573361687	1.4477478908628423
outwitted	758	4	87	382.5057471264368	263.25135541792974	337.55901893539954	1.5796148911227486
over	281	4	87	307.44827586206895	118.69060410498689	289.0650334981038	1.4073415845324087
over	310	7	75	304.9866666666667	105.03390615149682	290.55359563913953	1.3522153367295564
over	336	3	91	327.3956043956044	119.57079531212918	309.6076937216721	1.3870716812093664
over	471	10	72	319.40277777777777	153.15127932332936	296.045445232546	1.4382197005736872
over	477	8	72	322.30555555555554	112.56367698841309	303.46182628620517	1.4232196237386983
over	483	3	91	321.5934065934066	150.68082367279064	298.4749972391236	1.4377612970753786
over	491	2	91	322.2087912087912	139.97122851052214	301.67899402153006	1.412165715740596
over	559	2	91	335.54945054945057	185.9543709704832	305.41688917326326	1.491118032539147
over	567	5	93	315.86021505376345	111.21899581630844	299.90562796992214	1.3695685645623816
over	573	4	87	330.2413793103448	204.64910215299963	300.5297357817065	1.4710991202592374
over	598	5	92	320.8152173913044	113.24338559611725	304.75592250197843	1.3659009543555596
over	628	5	93	284.6666666666667	81.16895065679141	274.4436176880657	1.3056928419295344
over	673	2	89	296.29213483146066	87.28339452704296	284.49533914095434	1.328507841885961
over	759	6	83	286.95180722891564	84.0909646279548	276.2666815443356	1.3109918078026879
over	775	7	72	316.3611111111111	176.5434396175272	291.22640211797386	1.4358020844925894
over	869	6	80	287.6625	102.70197066503164	274.1443442077329	1.3474607470902642
over	911	2	91	304.38461538461536	114.34380605396159	284.895171657442	1.438144294327068
Over	278	8	75	362.0933333333333	145.85786985349196	339.3035776232908	1.423629477064959
over,	794	7	73	306.94520547945206	117.63300869074865	289.87232935859777	1.3862860964638033
over.	675	2	91	316.64835164835165	181.0690705305804	292.1557399189469	1.4364298829674564
overcoming	856	2	93	339.2043010752688	158.65977813765838	311.74283311143176	1.4887088403036852
overlooked	686	6	83	339.68674698795184	109.46743893993933	322.85619049426407	1.379570463898424
oversized	442	7	75	381.0933333333333	178.69982178588296	349.03700684330875	1.5110709225384877
overturning	162	4	88	376.8863636363636	149.25858390519284	350.75877493144975	1.460483195172834
owed	966	7	73	293.1506849315069	123.53403391068622	275.5977264887627	1.3915808709209154
owl	811	4	88	379.20454545454544	187.62209260711745	344.23784435407885	1.5292374236788957
owl	833	4	87	344.08045977011494	171.13371749863444	315.1664226516426	1.4890408493421796
owl	907	4	88	307.39772727272725	129.05247438232493	287.08578501703863	1.42518726075271
owl	938	4	87	318.55172413793105	132.792788279657	296.1201749726629	1.4538649115771036
owl	955	4	88	334.96590909090907	176.03496575759883	303.80318092484936	1.5219857762243965
owl	1046	4	88	366.17045454545456	235.16612966649714	323.2236754947316	1.5922886434357515
owl,	105	4	88	366.95454545454544	215.2293034940866	334.2432476046955	1.4839587023530223
owl's	915	4	88	300.17045454545456	114.0666493605503	282.38634875113854	1.4111457019432714
own	294	2	92	319.0869565217391	115.34741142523997	300.1356428695915	1.418465068358283
own	391	7	74	352.7837837837838	252.9488155636944	310.9424239529411	1.5707375520229512
own	686	1	85	302.29411764705884	113.85379341291096	286.2231013836836	1.3735960923590262
own.	425	9	76	423.10526315789474	363.8667367392397	356.24478215634844	1.67572280329765
own.	840	6	79	333.54430379746833	171.62786199218672	305.23825157772575	1.4870642526119078
owned	84	3	93	404.39784946236557	161.45487589988312	372.57244499221605	1.5166549154753273
owners	61	1	87	381.5287356321839	167.89329661538835	351.33612559750685	1.4916036391749448
owners	116	1	86	380.0581395348837	154.0453221812	355.18682086542344	1.4383449842912086
owners.	57	1	87	480.58620689655174	304.59475753723336	424.75852503586	1.5858480758082025
pack	972	1	85	309.0705882352941	131.97265122846065	290.16514981544657	1.398307994247389
paid	502	9	77	354.72727272727275	156.78753947901973	330.040365694139	1.4413923547766263
paid.	688	9	75	339.8666666666667	161.65456442116997	310.60414445887307	1.507405312606408
pain	833	7	73	283.0821917808219	88.98154512542	271.1062938968237	1.3352837778019597
pair	57	3	91	340.2197802197802	140.05719484060015	318.4598312186761	1.4232580767376624
pair	173	5	95	318.7263157894737	81.27762274873973	308.537606256923	1.2947056683685039
pair	799	6	82	297.6707317073171	106.24977035595214	282.4708008160123	1.371192185997187
pajama	38	6	82	403.5	323.01913905762746	353.4424859974545	1.5848158276289739
pale	943	3	90	333.46666666666664	131.5407571306964	311.9961086414918	1.4287290011666005
panicked	779	9	77	344.15584415584414	116.95085168059914	324.7209829938262	1.4140663372187106
pants,	842	5	92	318.0978260869565	126.50753005278908	297.00983305447187	1.4386942262884481
paper	313	6	81	324.8888888888889	115.26024900198679	306.38956948848784	1.4083497452584903
paper	331	6	83	358.48192771084337	144.09815095424972	335.43664524623654	1.4309020422956213
papers,	546	6	82	332.9512195121951	257.61709083894567	300.85262309649875	1.4587048554688744
parents	228	10	73	319.2191780821918	120.67164430057277	299.66687526874756	1.4215874978559981
parents	967	3	90	324.0444444444444	113.06236830215609	309.1724859946177	1.3464730061774752
parents,	257	10	73	365.958904109589	164.08927434277322	336.88336700219935	1.495550487012854
parliamentary	987	9	74	386.4864864864865	200.62219951483698	344.71258778592073	1.6014946381499615
part	215	10	73	360.1232876712329	217.82210792330562	324.87785919156295	1.529810644421791
part	503	8	73	301.82191780821915	102.48635986013963	286.4721792680756	1.3771189354748057
part	516	9	78	362.4871794871795	238.08875042776185	327.23788696871077	1.491696904693628
part	746	1	83	291.3614457831325	89.12345210413133	279.7220823505145	1.3245981988747195
part,	700	7	74	313.5945945945946	110.62251237589004	296.28253852459267	1.4015948680004526
participate	491	7	73	323.52054794520546	111.99009251678385	307.07528913997544	1.3751901657086374
particular,	875	10	71	302.5774647887324	115.25359144969109	283.32222493259115	1.4349863777632537
particularly	259	5	93	430.23655913978496	419.67459956312183	339.9349797354945	1.8038550138935294
parties	830	9	77	301.4805194805195	99.5657162499129	286.79030147781054	1.3690286543115335
party	62	7	74	361.36486486486484	154.07910922411435	333.7981453148274	1.4806432516516141
passenger	162	7	76	380.60526315789474	185.91876928360355	346.54870769158276	1.5318416266036252
Passersby	982	3	91	404.14285714285717	270.2713275140197	360.9783633152484	1.5445774371411922
past,	400	3	90	358.65555555555557	145.07295035203907	335.11094505876025	1.4317023365628558
patchy	424	3	91	333.3076923076923	119.82975815785885	314.7908772976469	1.3957853247554086
patient	631	10	70	326.2	141.3650429290029	303.4710281940958	1.4467976547055479
patients	250	10	71	346.4788732394366	180.59804295371606	317.44599434513714	1.4866683887162135
patients	484	10	71	423.5633802816901	333.8684399748913	364.4822553729954	1.638107120473139
patients	669	10	69	334.5652173913044	110.07410314939307	317.2584167584337	1.3915570070429912
patted	958	5	94	312.3191489361702	102.69541694561394	297.7147030489799	1.3576980521527042
patter	497	2	91	309.64835164835165	100.89118160191465	294.37106055918923	1.374639280643138
pattern	779	10	68	322.9852941176471	98.17278290288645	309.5694415949116	1.3386198341874984
patterns	332	10	71	353.8169014084507	119.7956963046616	336.5201595083711	1.3682589911931224
pay	569	9	78	333.14102564102564	230.20819060648344	301.3092270766227	1.4776372161534908
pay	603	9	78	293.8205128205128	100.27245269048109	279.76340636683125	1.3567580447677505
pay	627	9	78	339.84615384615387	162.51002581843525	314.446639513775	1.456446881811001
payment	811	9	77	317.5974025974026	125.8879263200595	296.8277442159141	1.4367824252824235
payment	857	9	77	310.12987012987014	84.2168802071474	298.8052782487361	1.3205833866703631
peaceful	188	1	86	336.86046511627904	165.86749940775354	309.7873260322335	1.479028377722044
peaceful.	923	3	90	329.4	228.43260752304005	295.8812101245286	1.5078072348501026
peacefully.	702	2	90	330.94444444444446	153.99375159592273	305.2298586743856	1.466892630581023
peak	32	9	82	342.2926829268293	165.09297700662668	311.5128283792556	1.5362722433427236
peaked	749	2	90	359.35555555555555	136.94494186942603	336.5036335224115	1.4345332759163356
peaks	130	10	74	334.3783783783784	105.56134393953415	318.31018144563313	1.3737828125172333
pebbles	880	6	81	290.1975308641975	103.1705408235663	274.7538243107896	1.3841018057686882
peeped	908	4	88	359.20454545454544	206.88711781870626	321.90151755275275	1.5558388569703634
peered	22	6	82	349.1341463414634	129.150956004656	326.40367474347414	1.4516080089822034
peering	873	6	80	293.875	99.43146930729523	279.4946591591088	1.366184120299591
penny.	215	3	91	377.0989010989011	124.66524553067485	359.48048320128186	1.3573611265123842
people	84	10	74	415.8243243243243	292.02961747469027	354.3108795309675	1.6902398156452927
people	107	10	73	383.24657534246575	242.9899278217742	337.66374139931656	1.5963626822665808
people	220	1	84	331	282.17178395908155	294.8250679259039	1.4978272317630357
people	232	1	86	335.54651162790697	151.78124017822833	309.691288416263	1.473169352473745
people	249	1	85	325.2	110.22842084464769	308.0999376688929	1.3903646027761387
people	268	1	85	334.8941176470588	165.04234835550625	311.143259862296	1.4309190599418085
people	283	1	86	317.2674418604651	122.6257265415766	298.2367554688213	1.4106280774166935
people	316	8	74	342.6756756756757	131.44665130747214	321.7884540449527	1.4180714739611033
people	321	1	83	316.0722891566265	150.88808509204642	293.9585385519872	1.4295123195482424
people	326	1	83	299.86746987951807	95.51436759300222	286.50830622636227	1.3499341230762367
people	509	2	90	310.1777777777778	114.85873862141649	292.24269943497853	1.4050341435183618
people	516	10	71	307.5492957746479	118.99637314189685	290.491811362335	1.3822766397160642
people	537	10	71	331.84507042253523	111.97699354106166	314.7979529993182	1.382733945494006
people	583	10	71	336.76056338028167	197.89481078800662	303.6718691831996	1.5150057253468963
people	717	9	77	323.46753246753246	126.17954880745225	303.7025399360065	1.413144519178095
people	841	1	84	284.1190476190476	90.87319442025951	272.3649232341298	1.3262933188190154
people	1008	3	91	330.72527472527474	132.32779719184444	310.1180918424936	1.4184752009239137
People	574	9	77	370.5844155844156	150.4015984175762	344.0368820260718	1.4711145586478491
People	596	10	71	368.07042253521126	116.38671057466289	350.3933458396977	1.3746076375842688
per	572	9	76	355.2105263157895	177.8034357215461	322.6508371035496	1.5194120196860317
percent	149	10	73	350.6027397260274	150.78339318060299	328.3776526457711	1.4117903376335714
percent	815	9	77	350.24675324675326	145.34207887131546	326.0028844975536	1.4537641545439628
perfectly	955	6	81	366.0740740740741	136.7939854103405	342.53322578186044	1.4444871885548607
perform	597	4	87	342.0344827586207	136.59671148241725	321.7225905537698	1.4045899077061306
perform	614	7	75	284.7733333333333	97.71781952260423	270.3118648838392	1.376677356818818
performer.	643	7	73	357.36986301369865	194.9647765088546	317.84349558989294	1.5943298747728576
perhaps	296	8	74	310.2432432432432	91.44873716494564	297.70776269485276	1.3336665086531285
Perhaps	381	10	72	344.2083333333333	133.47151803572388	323.4473016082971	1.4153737032475906
period	5	9	84	350.9166666666667	212.50974227608725	316.351948141667	1.5190738739599776
period	175	10	72	318.05555555555554	124.3116131011085	299.25768572036486	1.4103466603662493
perpetrated.	850	8	71	402.9154929577465	196.04276111376993	363.4978367133378	1.563107899249152
person	262	8	75	340.8666666666667	143.52590248691934	317.2880188896522	1.4441720573135126
person	332	7	76	308.82894736842104	106.85209567845261	292.2437698235987	1.3937885487305015
person	456	10	72	322.34722222222223	112.9878666952531	306.15246759845934	1.3706276503449133
person.	873	10	71	325.15492957746477	119.38612600505542	306.2205964262974	1.4097175849691856
personality,	125	5	95	387.0842105263158	171.93421943252042	355.2774063340267	1.5069492911627673
personnel	156	8	74	348.5405405405405	141.61642087949235	326.563435543004	1.4194139235440006
personnel,	205	8	75	370.18666666666667	189.61601977405536	333.0111611567241	1.564232334217251
personnel,	823	8	70	364.5285714285714	140.59477400028234	339.6239746308612	1.460468715602635
pet	143	3	93	388.0752688172043	195.4475486493109	353.5560692530669	1.5205007338358707
pet	161	6	84	360.0952380952381	184.41432000480384	331.3546411854967	1.4679106687010688
petals,	273	9	77	354.2857142857143	175.6192694995309	325.7091796807321	1.4739797709424363
Pflock,	876	8	72	401.75	133.62768857886294	376.79008490306455	1.4604072525472145
phase,	219	10	74	339.36486486486484	123.94625153331411	319.8496496127649	1.4108642588074598
phenomenon	1010	9	75	339.3333333333333	139.40639922236045	315.3588542698809	1.4600838812428756
phenomenon,	119	8	74	352.1081081081081	169.378118588694	319.71642224836324	1.5401800422968568
phone	213	7	76	325.82894736842104	121.72180173470922	306.8518297310296	1.4095010920604099
phone	229	7	75	323.2266666666667	117.85109401427025	305.5484615481375	1.3902149802016752
phone	246	7	76	357.5131578947368	161.55003298636225	329.6235664008853	1.4785292220857769
phone	260	7	76	319.39473684210526	99.2700127863218	304.8672996055613	1.3605656792205993
phone	987	7	76	297.61842105263156	118.69411298013203	280.426596998544	1.3884745628692847
phrases	420	10	71	366.50704225352115	248.9468602642188	331.591003578701	1.4772079455963398
phrases.	380	10	72	352.7083333333333	135.35227251899516	328.3807169323888	1.4674920295512188
physical	438	10	71	385.09859154929575	163.38955683795157	356.12929880166047	1.478623391229645
physicians	201	10	74	352.7027027027027	193.5527063349455	320.0016628421794	1.5210279757629037
physicist	252	8	74	373.93243243243245	124.48637831418765	354.1625824874386	1.3972185241124624
pick	635	1	84	283.3690476190476	99.80870616127665	269.2291316421789	1.363193900681961
picture	242	3	93	369.23655913978496	129.16440466130769	348.23611219618925	1.413692590745517
piece	154	6	83	326.4457831325301	137.93894487232012	307.9932985801082	1.3782241535573327
piece	1043	1	84	323.3809523809524	131.52304344911647	303.15290700862903	1.4167530713480767
pieces	311	6	83	319.1566265060241	102.35024538292113	304.2202599498227	1.361866537337385
pill	1038	4	88	308.3636363636364	109.02643165956579	292.08564552044595	1.3822011578587794
pink	225	9	78	375.15384615384613	167.40588182835535	350.6460977708654	1.419474896617215
pioneering	21	10	73	393.5890410958904	181.6189414081978	359.7759698165644	1.517135568921869
piping,	199	4	88	488.95454545454544	312.0927473806578	419.7567496897653	1.7171406789749677
pitch	726	4	88	345.5113636363636	154.49308985165723	318.22854085644656	1.4833515982896808
pitch	959	6	82	314.0731707317073	187.05513681686324	289.0318139117194	1.4410294087673796
pity	439	2	90	303.2111111111111	114.5367312110153	284.65396112477947	1.4245535091388553
place	461	1	81	309.08641975308643	89.3613727416472	297.4438924183977	1.3180553888236548
place	871	6	80	279.6	90.90593274146049	267.44213040911325	1.3369882488507214
place	934	2	91	310.2307692307692	117.28446680548176	291.04839503966144	1.427898948335002
place,	411	9	77	363.72727272727275	145.78974012377844	338.708455018432	1.4531044361790646
place,	475	7	74	320.0810810810811	160.13630809850085	295.15780324377766	1.464023862234774
place,	661	3	91	322.8791208791209	165.98044296876498	297.00159976768174	1.46479994372201
place.	391	8	74	374.0405405405405	203.64382277183972	333.40710256279294	1.5852647262740822
placed	471	5	94	348.22340425531917	160.85926222027092	321.4432643543159	1.4650686589415578
Plains	920	8	70	332.0285714285714	231.5826438034014	301.61587854967064	1.4620311332363032
planted	144	9	80	306.2625	120.18274521259464	286.45438747019546	1.4363323027114803
plausibility	692	8	71	328.63380281690144	117.74478932196892	309.0797191345512	1.423337169532523
play	26	2	89	356.07865168539325	158.09772759558774	328.01373710871087	1.4891292620263863
play	706	2	92	335.9782608695652	152.86408372683712	310.0275504540227	1.466835370010592
play	786	2	92	319.89130434782606	300.7921211457091	279.01829006572774	1.536762490076727
play	809	3	91	321.02197802197804	156.25669607141657	296.1762222150488	1.4602906263218236
play	810	10	69	311.39130434782606	147.55449814652778	289.3696831237188	1.4362333947283117
play,	110	2	91	371.24175824175825	204.86745528969274	333.71360655529884	1.5464745908183428
play.	861	2	92	367.5652173913044	243.43558862631878	325.7983300613678	1.5763581248226235
played	667	4	87	366.5287356321839	200.83250218055773	334.27470830264315	1.490983434778014
played	867	10	69	309.0144927536232	97.47525971988742	294.4405072358987	1.36882433256731
pleased	69	1	86	343.93023255813955	125.66760925718238	324.13565606903416	1.4082325684405899
pleased	335	6	83	335.31325301204816	117.88656471069493	317.05650273740196	1.3950288034125569
pleased	530	3	89	327.3820224719101	102.53918382057856	312.8809285535114	1.3495961454005796
plummeted.	646	9	78	361.52564102564105	145.18118767966206	335.92349010483474	1.4710522714108993
plunged	54	2	92	357.2608695652174	138.76502944559823	334.9488662765155	1.424944904981533
plunged	547	2	90	333.94444444444446	192.83207814585066	308.1491077234313	1.437175809390193
point	554	10	70	299.95714285714286	100.22415973515058	285.0955172944322	1.3730470464879168
point	742	9	79	315.2025316455696	163.11348729365804	288.87561783932773	1.483995869854434
point	904	6	82	294.5853658536585	175.08516102273867	268.83072429492626	1.465960653752723
polished	516	3	91	350.85714285714283	137.87430438455098	328.08020724809296	1.4382269979918327
poll,	428	8	73	389.027397260274	159.32914678972824	359.7386507005814	1.4873244677082749
polls,	420	8	73	384.2054794520548	277.14436465215647	336.6653332497755	1.6016769241202022
pond	192	6	82	391.8658536585366	265.77790608484094	344.32386938577946	1.596069047811724
pond	695	2	90	326.2	176.7685721215387	300.85008897312315	1.4430937002565787
pond	782	2	90	328.5888888888889	132.9516169868788	305.317807310186	1.4620232996945248
pond	883	6	82	288.890243902439	117.89155993387939	272.18202657968214	1.389256754464073
pond	1010	6	80	309.9	117.11042068454623	291.50501366384475	1.4083835791924244
pond,	623	1	85	322.21176470588233	190.83526267173892	293.87283221946836	1.4707030513282209
pond,	710	2	91	300.46153846153845	103.44137445296224	285.44935430493354	1.368579891545704
pool	726	2	91	316.010989010989	96.07155834243724	302.28554422239984	1.3481688194158896
pool	759	2	91	297.35164835164835	98.34309258084099	283.26016665473634	1.3591929570149544
poor	46	3	91	369.2637362637363	158.25203773761473	342.41281622065753	1.461510533456844
poor	933	3	89	305.3370786516854	91.27542532709157	292.3341740991765	1.3463806976675783
poor	979	3	91	332.0769230769231	117.99964508131471	314.63644720477527	1.3841022734654271
Poor	236	3	92	341.9673913043478	94.76268230667115	329.00246040948593	1.328201565199197
Poor	392	2	91	343.97802197802196	120.36065968782489	325.6910439116706	1.3880107141024622
pop	117	8	74	343.86486486486484	134.15298201765054	318.81800997695785	1.484600569030712
popular	80	9	78	374.65384615384613	260.8492039336275	331.7742006200583	1.5647195723721126
popular	567	7	72	320.81944444444446	121.124697286081	302.1228550682968	1.4046869087164893
Popular	700	9	76	440.9342105263158	222.8580017575506	392.6791034263438	1.6201303867106323
popular.	254	9	78	350.47435897435895	132.31227567780059	328.01864290056716	1.4391245100307306
popularity,	499	9	76	388.9078947368421	191.88150354713392	351.8178168900688	1.5491787534783144
popularity.	182	9	78	393.8076923076923	188.5222821025431	358.52429299729647	1.5294833465218811
popularized	692	9	77	341.8051948051948	143.18455508456273	318.35541000958204	1.442752457484068
position	431	7	74	323.52702702702703	105.44429458028306	307.2277102496306	1.387764918944732
positive	716	7	73	313.82191780821915	118.53004101934961	295.4883580526258	1.4053012982498863
possession	609	9	78	346.55128205128204	294.1727404640023	308.0480214343877	1.50328705206535
possession	676	9	78	310.46153846153845	95.85455599029139	296.2789385796132	1.3616485613186515
possible	799	10	68	322	126.32273285446644	302.10621505099834	1.4188350660558424
possible	898	8	71	319.3943661971831	104.35002619935865	303.9967788759526	1.3680648186164743
possibly	372	8	74	355.2432432432432	153.0276911829664	328.89817455488406	1.4683508141677029
post	120	9	80	324.675	112.82133012708883	307.6735248270207	1.3867733363307677
pouch	902	1	85	318.8941176470588	122.88273770912967	298.8750917041342	1.4268343521953308
powder,	735	5	93	339.13978494623655	146.9681710141948	315.1666237470291	1.44813485699502
power	166	4	88	355.0568181818182	165.21607989668058	327.86269700946275	1.4672213616103622
power	936	5	93	351.1182795698925	123.0601522641217	330.3929984729666	1.424780934585753
powerful	798	6	82	323.0365853658537	136.11999473249367	300.8491010241442	1.440184429436038
practically	709	4	89	340.438202247191	129.27366629260328	318.5167499957281	1.4445620880068508
practice	391	5	94	315.8936170212766	135.89871846065952	295.52276027491166	1.422012148914774
precede,	318	10	72	510.0833333333333	463.8106021296703	396.66043538142907	1.9158332662556512
predicted.	454	1	84	404.23809523809524	333.84068847019813	346.3691496051943	1.6301629711512429
predisposition	893	10	70	350.34285714285716	139.82918002306005	324.6749036877143	1.4833808299280864
preferred	403	1	82	337.8292682926829	134.7833932033491	315.32515569840666	1.4439699874028373
prefix	321	9	77	363.57142857142856	178.79924265200995	338.2294249246137	1.4229216720834246
prefixed	309	9	78	375.8076923076923	176.63257466720697	345.0261219994587	1.49399468177132
preparing	270	6	83	364.96385542168673	160.15978650779587	334.00995067437805	1.523246216863553
presence	710	8	73	319.4246575342466	115.4355180523139	300.65508731382664	1.4157407565102098
present	124	4	87	368.41379310344826	166.4540268763482	338.3547313336341	1.4984471131356578
present	171	10	74	332.85135135135135	145.74397540897485	308.52888440591124	1.4582860430377973
presentation	681	10	71	328.6056338028169	106.6188778343872	312.571276412299	1.373123144730833
Presley	16	5	96	353.1979166666667	139.90821200018144	328.90428650647493	1.4603755382607326
Presley	280	5	94	337.09574468085106	157.34600385117542	312.59381610515	1.4494824458558335
Presley	1010	5	95	346.5578947368421	106.25228065532	332.15122750284013	1.3357292463846238
press	146	8	73	371.972602739726	152.3675173718995	347.17736904363056	1.4383374773937505
press	213	8	74	363.27027027027026	165.28292864447866	335.5314641734978	1.4753919519144383
pretending	730	2	92	338.4130434782609	221.49056250447228	310.0928549907562	1.4406186984260094
pretty	58	5	95	383.1684210526316	324.38339716123477	318.6190900913689	1.7165992967743064
price	685	9	78	292.1666666666667	96.11227426332844	278.9461414855509	1.348141309989361
price	911	9	76	277.2763157894737	90.22233259146881	263.26654226574146	1.3861584240647873
prices	14	9	82	448.109756097561	250.95044054025325	391.4512166999335	1.6713272245249622
prices	506	9	78	320.8333333333333	95.82741747221377	307.3215107390606	1.3427091087202634
prices	606	9	78	300.4871794871795	104.36135319787705	285.0957237500393	1.3750522467054307
prices	630	9	78	319.14102564102564	108.70844175143579	302.83503342168643	1.3796308128096924
prices	645	9	77	308.75324675324674	113.06043514819336	292.2030821615362	1.3814615043668526
prices	660	9	78	303.70512820512823	90.30181844746215	290.81102614158647	1.346421049808051
prices	765	9	74	320.8243243243243	150.71494986414223	300.05124186036016	1.4077471391652174
prices	966	9	76	307.2894736842105	117.32391808316822	290.96919706401354	1.3709759114388347
prices	977	9	74	311.47297297297297	129.47927564354595	292.71913500489626	1.4073329785842144
prices	1034	9	77	342.6623376623377	152.49698965015068	319.1267302492602	1.4316821128465782
prices,	582	9	78	368.35897435897436	185.2732607587537	332.67743921417315	1.554138637071061
prices.	954	9	76	351.4736842105263	257.7466701335097	310.04764119123865	1.5692262585567593
pride	959	7	73	284	110.51445355447605	268.644582682009	1.3718012091968943
primary	735	9	79	319.1392405063291	188.97691720237478	288.6656716018909	1.5124738304301566
prize	387	1	83	304.9759036144578	116.18655897070887	287.43029339361823	1.3965780231181815
prize	648	1	85	314.43529411764706	130.82180237862124	293.657075919344	1.4267417620778338
prize	1001	1	85	305.9294117647059	146.22445143025305	285.56892404327084	1.4090654649998793
prize	1034	1	84	326.3095238095238	129.4526918463905	306.49159804216674	1.4098232045313996
pro-UFO	882	8	68	446.36764705882354	273.887159704681	384.4499644262183	1.702359772079882
probably	232	6	83	325.9277108433735	174.71173352840597	298.9757741847354	1.4704231884171637
problem	281	1	85	310.2	112.81936679404618	293.19495237087733	1.3898523059217613
problem	475	1	84	308.64285714285717	106.08460397897963	293.4389587186768	1.3663856243751062
problem	617	8	71	332.943661971831	132.74786921334788	310.60391747159787	1.4458202697270461
problem.	292	1	85	331.8705882352941	173.19661193728538	303.09355442896157	1.4915359797638619
problems	238	10	73	333.45205479452056	122.10389941629062	312.97590287131186	1.4294041333600978
problems	579	8	72	319.6666666666667	128.09745409834997	297.07678075713596	1.4662660891845058
problems	583	8	73	322.16438356164383	132.38223421620083	299.96343921053415	1.4466730625465323
problems	589	10	71	372.85915492957747	181.5017745505259	346.3442666121406	1.4367111103820989
problems	594	8	73	377.3835616438356	306.93351750903946	334.71551558901757	1.5271373369932946
problems	602	10	71	317.9718309859155	113.39790522517045	301.0763545700195	1.384617707234637
problems	853	10	69	321.4927536231884	113.51089908649168	302.655179777812	1.4201939673718558
proclaimed	1004	1	85	316.54117647058825	122.59345831817033	298.92287882028216	1.387107018935856
proclamation	334	1	85	365.70588235294116	160.74334937952455	335.731248252531	1.506540352403551
production	463	10	72	302.2916666666667	89.41916445500362	290.1648643042392	1.3303696293176253
professional	500	9	76	343.17105263157896	119.48504934737174	323.07707734560876	1.422887790523252
profit.	589	9	78	371.0769230769231	197.63128263542663	335.33629292825754	1.5373428829263418
profusion	197	9	79	353.7974683544304	143.17251381273334	329.0905034457483	1.4561309116355396
program	81	8	75	355.28	145.94515445230823	329.9359072805903	1.4662905599808929
program	768	8	70	337	115.5983802103056	318.374249202498	1.4062497269567324
programs	835	8	70	373.07142857142856	188.5202731133742	342.50649269983523	1.48294608121177
progress	497	10	72	324.93055555555554	113.11533767172521	307.2588125707075	1.3966886106636072
progressive	155	10	73	356.5890410958904	174.9959392875254	325.56622790143444	1.509895086439911
Project	770	8	69	397.3188405797101	238.13710168437845	353.8106295548273	1.5744653721805029
Project	948	8	69	343.0144927536232	205.7856175127566	310.9248364452213	1.5054221469296778
prominent	881	8	72	365.9166666666667	201.21726398086153	333.460705671514	1.4981641533084051
prominent	977	8	70	407.15714285714284	236.6429852847365	362.07382108935224	1.5802911420497783
promised	486	7	74	323.9864864864865	111.72526151886474	308.1859272544504	1.3632568207562046
promised.'	715	1	84	326.29761904761904	204.94629209835725	292.7141176223083	1.5291527117651051
proof	304	1	85	340.7294117647059	155.78391538062112	312.2552902926644	1.5041856919355212
proof	550	1	86	311.43023255813955	102.78859409117044	296.69525527275573	1.3607217094922617
proof	920	1	85	306.56470588235294	165.10656350043863	281.8290169537732	1.4585274203966012
proof,	903	8	70	351.51428571428573	174.97558776783632	324.1524758440504	1.463267123703558
propagated	374	9	76	392.7894736842105	192.60303326025948	354.3993455994914	1.5690126955087698
Propagation	450	9	77	405.45454545454544	175.21802549774992	373.7536955600864	1.4991513292912955
Properly	416	9	77	448.14285714285717	221.27630466798476	402.0061282337494	1.5882724046037113
proponents	87	8	74	440.4189189189189	249.23103693993997	387.9766211422745	1.6359395531618433
proponents	849	8	71	407.056338028169	291.446142406348	356.73228961103337	1.5810941219814632
proposed	940	9	76	331.85526315789474	145.5066279312727	308.4783278048383	1.4441132954792988
proud	585	7	75	293.46666666666664	83.44318885185157	282.28108847442087	1.3274621819535946
prove	529	1	83	300.7469879518072	130.32079026373066	283.0466676707973	1.387020913404778
Provinces	97	9	78	373.5	125.54212311142693	353.41539635697785	1.4009580505068706
Provinces,	84	9	78	536.2051282051282	328.13298535388975	457.62633909810563	1.7600565608981267
psychiatric	650	10	69	349.60869565217394	152.64580468515845	321.3732909402783	1.5101176758134733
psychological	852	8	71	379.07042253521126	156.06347828859	350.1117750230408	1.4907626263334741
publicity	506	8	72	327	145.85387246376442	300.3550339135613	1.5057693040975544
publicized	134	8	73	354.56164383561645	150.60323022039015	327.55402492545613	1.4836807690534441
publicized.	715	8	72	345.8611111111111	162.1669549669571	317.2270946092081	1.4976350643826362
published	489	8	73	318.0821917808219	174.58480535772878	291.4997939868263	1.4737902118230641
publishing	884	9	76	317.2631578947368	122.18307230502406	297.0512135627308	1.437619153891562
